cluster_id,ox,oy,dx,dy,flow,distance_m,riding_time_s,is_workday,origin_id,destination_id,semantics_origin,semantics_dest,semantics_id_origin,semantics_id_dest,category_origin,category_dest,category_id_origin,category_id_dest
631,114.36405582896016,30.539333622231773,114.35215588166379,30.52936942531353,123,2224.4959349593496,731.7479674796748,工作日,543.0,174.0,枫园14舍,南二门,148.0,60.0,学生宿舍,交通枢纽,4.0,0.0
759,114.3645200560275,30.54486333450142,114.35231135159863,30.52948363953119,102,2661.3529411764707,847.0392156862745,工作日,1184.0,174.0,湖滨十三舍,南二门,370.0,60.0,学生宿舍,交通枢纽,4.0,0.0
315,114.36406567314752,30.539327058195735,114.35222683793602,30.541648147779256,91,1614.2197802197802,638.2307692307693,工作日,543.0,803.0,枫园14舍,计算机学院,148.0,442.0,学生宿舍,教学区域,4.0,6.0
666,114.36405709420588,30.539334669415656,114.3561441118653,30.538272463193614,69,1192.0579710144928,462.7826086956522,工作日,543.0,617.0,枫园14舍,文理学部教5楼,148.0,135.0,学生宿舍,教学区域,4.0,6.0
525,114.36405623089698,30.5393475963692,114.35469256667551,30.541607983166195,66,1475.0151515151515,623.1363636363636,工作日,543.0,955.0,枫园14舍,文理学部教六楼,148.0,137.0,学生宿舍,教学区域,4.0,6.0
163,114.3640513483611,30.539373233395057,114.35619364874755,30.53932247099747,60,1089.7,482.75,工作日,543.0,623.0,枫园14舍,文理学部教4楼,148.0,134.0,学生宿舍,教学区域,4.0,6.0
584,114.35250267186802,30.529156450368344,114.36691651536019,30.53979791245183,49,2605.918367346939,839.0408163265306,工作日,174.0,847.0,南二门,枫园学生4舍,60.0,152.0,交通枢纽,学生宿舍,0.0,4.0
541,114.35247644974893,30.529270882570437,114.3641625648559,30.544924714464372,49,2759.714285714286,905.6122448979592,工作日,174.0,1188.0,南二门,湖滨9舍,60.0,366.0,交通枢纽,学生宿舍,0.0,4.0
520,114.3640567468701,30.53933386535245,114.35305521037984,30.52915151584907,43,2137.6976744186045,703.1162790697674,工作日,543.0,176.0,枫园14舍,南二门,148.0,60.0,学生宿舍,交通枢纽,4.0,0.0
6,114.35899351479594,30.53848021357165,114.36407221132644,30.539308557092426,42,926.3809523809524,396.42857142857144,工作日,690.0,543.0,梅园食堂,枫园14舍,169.0,148.0,食堂,学生宿舍,10.0,4.0
350,114.36402732053743,30.539348881348214,114.35764774595187,30.545339873045517,42,1458.142857142857,605.3095238095239,工作日,543.0,1020.0,枫园14舍,工学部A教学楼,148.0,110.0,学生宿舍,教学区域,4.0,6.0
128,114.35900589909471,30.53855391916834,114.35766042272644,30.545360791313886,41,1461.1463414634147,509.7073170731707,工作日,693.0,1020.0,武汉大学梅园四、五舍,工学部A教学楼,328.0,110.0,学生宿舍,教学区域,4.0,6.0
173,114.35305637261399,30.529985027750605,114.35609849229517,30.538242185825368,40,1477.7,537.6,工作日,180.0,617.0,武汉大学信息部学生宿舍11舍,文理学部教5楼,242.0,135.0,学生宿舍,教学区域,4.0,6.0
91,114.35238629347684,30.529205804757467,114.36107665526022,30.54536665043039,37,2836.4054054054054,940.5945945945946,工作日,174.0,1122.0,南二门,体育部,60.0,30.0,交通枢纽,运动场地,0.0,1.0
758,114.36044165452266,30.543888164475202,114.3521102502857,30.529372693317278,37,2636.891891891892,808.5675675675676,工作日,1090.0,165.0,工学部15舍,南二门,96.0,60.0,学生宿舍,交通枢纽,4.0,0.0
685,114.35138525309571,30.540823138463843,114.35312590772813,30.52909657451694,36,1796.1666666666667,602.6111111111111,工作日,791.0,176.0,计算机学院,南二门,442.0,60.0,教学区域,交通枢纽,6.0,0.0
59,114.35229630731946,30.52917800321171,114.364035759114,30.53932061338712,35,2205.2,779.2571428571429,工作日,174.0,543.0,南二门,枫园14舍,60.0,148.0,交通枢纽,学生宿舍,0.0,4.0
537,114.35578839132391,30.534903219010435,114.35396674530702,30.5409926559746,35,965.0,366.8285714285714,工作日,319.0,954.0,测试中心,风雨操场,360.0,453.0,其他,运动场地,6.0,1.0
120,114.35302602144428,30.530028443208234,114.35578155636233,30.539121896706728,35,1284.2285714285715,500.0285714285714,工作日,180.0,624.0,武汉大学信息部学生宿舍11舍,珞珈广场,242.0,387.0,学生宿舍,文娱场地,4.0,8.0
661,114.35602865833808,30.546615033670747,114.35246356030518,30.529305074857234,34,2494.0588235294117,761.5588235294117,工作日,1247.0,174.0,工学部A教学楼,南二门,110.0,60.0,教学区域,交通枢纽,6.0,0.0
650,114.35579420316796,30.53488641755422,114.35338124089651,30.541022542593513,33,1211.8181818181818,452.27272727272725,工作日,319.0,802.0,测试中心,桂园餐厅,360.0,166.0,其他,食堂,6.0,10.0
566,114.36594079632377,30.53990394403373,114.35613894192849,30.538240893923415,33,1396.6363636363637,463.75757575757575,工作日,840.0,617.0,枫园一舍,文理学部教5楼,149.0,135.0,学生宿舍,教学区域,4.0,6.0
348,114.35307489897082,30.529987622991893,114.35664428564145,30.537445208594775,32,1364.6875,463.34375,工作日,180.0,591.0,武汉大学信息部学生宿舍11舍,武汉大学总图书馆,242.0,315.0,学生宿舍,教学区域,4.0,6.0
137,114.35298917888326,30.52909513866672,114.35217067970162,30.541766648309952,32,1898.71875,616.34375,工作日,176.0,806.0,南二门,计算机学院,60.0,442.0,交通枢纽,教学区域,0.0,6.0
720,114.35236471014251,30.529222544014523,114.36522193266775,30.54342463569289,32,2634.03125,831.6875,工作日,174.0,914.0,南二门,湖滨学生3舍,60.0,374.0,交通枢纽,学生宿舍,0.0,4.0
557,114.3531028774459,30.52992745406315,114.35450103795408,30.54142605042596,31,1682.6451612903227,553.1612903225806,工作日,180.0,955.0,武汉大学信息部学生宿舍11舍,文理学部教六楼,242.0,137.0,学生宿舍,教学区域,4.0,6.0
169,114.35418453834613,30.530620208170685,114.35598607011268,30.545328002852777,31,2394.1935483870966,782.5806451612904,工作日,249.0,1002.0,信息学部4舍,工学部第4教学楼,36.0,120.0,学生宿舍,教学区域,4.0,6.0
658,114.36405438226986,30.539334042585327,114.35947672917318,30.538128928124614,30,519.4666666666667,326.46666666666664,工作日,543.0,691.0,枫园14舍,武汉大学总务后勤部,148.0,314.0,学生宿舍,其他,4.0,2.0
248,114.35308729624417,30.529111834989937,114.3550759196761,30.538549411886667,29,1399.8275862068965,489.48275862068965,工作日,176.0,609.0,南二门,文理学部教5楼,60.0,135.0,交通枢纽,教学区域,0.0,6.0
752,114.36502145537465,30.543668477432643,114.35208666024896,30.529425373173364,29,2466.206896551724,783.9310344827586,工作日,910.0,174.0,湖滨食堂,南二门,376.0,60.0,食堂,交通枢纽,10.0,0.0
43,114.3662596243976,30.53485618536558,114.35298937040828,30.529081528173947,29,2107.310344827586,670.551724137931,工作日,470.0,176.0,珞东二门,南二门,382.0,60.0,交通枢纽,交通枢纽,0.0,0.0
215,114.35397126312708,30.54097233373109,114.35916174259009,30.538579290455992,29,813.9655172413793,383.1034482758621,工作日,954.0,693.0,风雨操场,武汉大学梅园四、五舍,453.0,328.0,运动场地,学生宿舍,1.0,4.0
213,114.36702017899037,30.539761910236965,114.35390318963378,30.531076700069598,29,2100.344827586207,713.448275862069,工作日,847.0,249.0,枫园学生4舍,信息学部4舍,152.0,36.0,学生宿舍,学生宿舍,4.0,4.0
762,114.35236454632394,30.52923558085682,114.36497806158108,30.544978765957925,29,2800.655172413793,904.2758620689655,工作日,174.0,1187.0,南二门,凌波门,60.0,52.0,交通枢纽,交通枢纽,0.0,0.0
72,114.35315351434866,30.530013889700648,114.35163257776105,30.54037967761444,29,1618.344827586207,527.3793103448276,工作日,180.0,786.0,武汉大学信息部学生宿舍11舍,计算机学院,242.0,442.0,学生宿舍,教学区域,4.0,6.0
96,114.36490313305949,30.543635653535183,114.35809947113628,30.53869908651675,28,1221.857142857143,452.0357142857143,工作日,910.0,602.0,湖滨食堂,万林艺术博物馆,376.0,12.0,食堂,文娱场地,10.0,5.0
535,114.3668218225714,30.53983982683115,114.36409528108703,30.539249379366403,27,453.962962962963,346.0740740740741,工作日,849.0,543.0,枫园餐厅,枫园14舍,159.0,148.0,学生宿舍,学生宿舍,10.0,4.0
425,114.36383323857166,30.545004587379022,114.35618770536382,30.538262009536286,27,1595.7407407407406,626.925925925926,工作日,1186.0,617.0,湖滨十一、十二舍,文理学部教5楼,369.0,135.0,学生宿舍,教学区域,4.0,6.0
538,114.3529398856097,30.529241057067743,114.35577361879099,30.545192904690406,27,2540.5555555555557,765.074074074074,工作日,176.0,1001.0,南二门,工学部第4教学楼,60.0,120.0,交通枢纽,教学区域,0.0,6.0
636,114.35222239743818,30.529132733324193,114.36599717557928,30.540041005994706,27,2407.1481481481483,719.0,工作日,174.0,840.0,南二门,枫园一舍,60.0,149.0,交通枢纽,学生宿舍,0.0,4.0
211,114.35643482001143,30.538213415737346,114.35307399638552,30.530041732228852,27,1361.5555555555557,505.44444444444446,工作日,617.0,180.0,文理学部教5楼,武汉大学信息部学生宿舍11舍,135.0,242.0,教学区域,学生宿舍,6.0,4.0
105,114.36503040988418,30.54359548047585,114.3538513874528,30.542114573784115,26,1266.2307692307693,404.11538461538464,工作日,910.0,963.0,湖滨食堂,桂园7舍,376.0,164.0,食堂,学生宿舍,10.0,4.0
649,114.35576124516267,30.534906429790812,114.3536703143536,30.54120918905126,26,1112.8461538461538,450.61538461538464,工作日,319.0,805.0,测试中心,桂园2舍,360.0,160.0,其他,学生宿舍,6.0,4.0
52,114.35210571420423,30.529239382875605,114.36628211614867,30.534828465893607,26,2092.8846153846152,771.3076923076923,工作日,174.0,478.0,南二门,珞东二门,60.0,382.0,交通枢纽,交通枢纽,0.0,0.0
