order_id,bike_id,identity,source,origin_lon,origin_lat,destination_lon,destination_lat,origin_time,destination_time,distance_m,riding_time_s,is_workday,origin_id,destination_id,semantics_origin,semantics_dest,semantics_id_origin,semantics_id_dest,category_origin,category_dest,category_id_origin,category_id_dest,origin_hour,destination_hour,flow_num,x_origin,y_origin,x_dest,y_dest,flow_length,cluster_id
259960644008157977,100605485,2ec4d232-32b1-41c0-8580-a7fc31cb8deb,zhiyin,114.35197291669552,30.542970569024444,114.35911832841484,30.543961562147025,2024-11-02 02:00:08,2024-11-02 02:07:23,757.0,435.0,非工作日,820.0,1096.0,武汉大学工学部集贸市场,工学部5舍,313.0,104.0,食堂,学生宿舍,10.0,4.0,2,2,1,245961.64523742377,3381937.9716338026,246649.95223640683,3382031.752276693,694.666347126439,-1
259960927473895527,100605860,3f8b72bb-8cd5-440f-8eba-de349b82fc21,zhiyin,114.36083648801784,30.54415613001377,114.35213479859496,30.52937475892948,2024-11-02 02:02:20,2024-11-02 02:15:31,2610.0,791.0,非工作日,1114.0,174.0,工学部6舍,南二门,106.0,60.0,学生宿舍,交通枢纽,4.0,0.0,2,2,1,246815.34410327525,3382049.461101794,245941.75997030418,3380430.173115195,1839.9029379083745,-1
259961378449655633,100605057,56518831-9eac-4670-89b2-62b982ca795b,zhiyin,114.35530746999213,30.546450253283467,114.36397544671604,30.54363120354914,2024-11-02 02:05:51,2024-11-02 02:11:24,1214.0,333.0,非工作日,1028.0,912.0,力学楼,湖滨一舍,54.0,367.0,教学区域,学生宿舍,6.0,4.0,2,2,1,246290.7130933765,3382316.264359094,247115.21771162396,3381984.2077541486,888.8585120250536,-1
259961389194943508,100606426,0f63cec7-e584-4608-8be4-186196963473,zhiyin,114.35861682202712,30.54459905317356,114.35191773015036,30.534463480619284,2024-11-02 02:05:55,2024-11-02 02:16:49,2125.0,654.0,非工作日,1100.0,436.0,教育技术与教学服务中心,牌坊,131.0,378.0,教学区域,交通枢纽,6.0,0.0,2,2,1,246603.48134380914,3382103.562152541,245934.18230667122,3380994.873602007,1295.048842012653,-1
259961472943655673,100605671,4ea39031-12cc-434c-98e1-5497405f6d80,zhiyin,114.36403529648194,30.54471276325961,114.351881784257,30.53437356695504,2024-11-02 02:06:34,2024-11-02 02:17:11,1988.0,637.0,非工作日,1184.0,415.0,湖滨十三舍,牌坊,370.0,378.0,学生宿舍,交通枢纽,4.0,0.0,2,2,1,247123.7670494466,3382103.9906968707,245930.49808185067,3380984.985507553,1635.867795008953,-1
259961646881443092,100605871,8747ea9b-f6f8-4d93-a1c5-75b13dda05d4,zhiyin,114.35935103188308,30.533020866655725,114.3599773914969,30.54411931537209,2024-11-02 02:07:56,2024-11-02 02:16:53,2013.0,537.0,非工作日,326.0,1098.0,东中区24栋,工学部4舍,15.0,102.0,教工宿舍,学生宿舍,7.0,4.0,2,2,1,246643.85650884116,3380818.183958341,246732.80376940971,3382047.310924683,1232.341151853881,-1
259961876664295096,100605234,db8d21cb-055a-45bd-889e-fed49897f39e,zhiyin,114.35504671362018,30.547248374161903,114.36137312117056,30.54538298699986,2024-11-02 02:09:42,2024-11-02 02:14:27,847.0,285.0,非工作日,1257.0,1122.0,工程结构试验中心,体育部,122.0,30.0,教学区域,运动场地,6.0,1.0,2,2,1,246267.76738439754,3382405.3433910934,246870.02894841327,3382184.28206275,641.5505454597503,-1
2411021013800,2408282046333,ee5e097f-f533-4184-8b6c-b442ec9d6533,mangguo,114.35130569592552,30.54210669466436,114.34914345060308,30.54179247095406,2024-11-02 02:13:11,2024-11-02 02:16:54,210.38809942287207,223.0,非工作日,817.0,24.0,武汉大学工学部集贸市场,茶港门,313.0,424.0,食堂,交通枢纽,10.0,0.0,2,2,1,245895.3614815382,3381843.6947606467,245687.03296220844,3381813.7354884637,210.4716844515227,-1
2411021013802,2409092233049,759bac7b-9676-4452-8487-1968c92fe5eb,mangguo,114.3582396305486,30.53579152463065,114.36223926685892,30.533229090670886,2024-11-02 02:13:17,2024-11-02 02:21:47,477.51494866297855,510.0,非工作日,568.0,334.0,武汉大学东中区1栋,武汉大学南三区5栋,184.0,296.0,教工宿舍,教工宿舍,7.0,7.0,2,2,1,246544.3879386119,3381127.87935907,246921.60301277917,3380834.7789774663,477.70183783965706,-1
259962724932915994,100605860,561fa46a-1bd9-474f-96bf-ec726a940480,zhiyin,114.35213090119116,30.529366801694035,114.35454867669124,30.531678308764985,2024-11-02 02:16:18,2024-11-02 02:18:38,434.0,140.0,非工作日,174.0,254.0,南二门,信息学部5舍,60.0,37.0,交通枢纽,学生宿舍,0.0,4.0,2,2,1,245941.36516456402,3380429.2996467715,246179.4426768675,3380680.137953952,345.8334255299293,-1
259963470109220308,100605559,2e074154-b87b-424a-bb67-aa91a58c5321,zhiyin,114.35361108846313,30.528726699375422,114.35808416944172,30.53594769625737,2024-11-02 02:22:04,2024-11-02 02:33:24,1303.0,680.0,非工作日,172.0,570.0,信息学部学生宿舍7舍,物理科学技术学院,42.0,380.0,学生宿舍,教学区域,4.0,6.0,2,2,1,246081.76955319673,3380354.9918078794,246529.87349816193,3381145.5446109767,908.7193626078204,-1
259963717067214957,100606021,c6e17ad3-424e-4b23-b962-2cbd7b8cf137,zhiyin,114.36399082027926,30.539193669264623,114.3687534441096,30.53973715939648,2024-11-02 02:23:59,2024-11-02 02:27:28,523.0,209.0,非工作日,543.0,140.0,枫园14舍,武汉大学国际教育学院,148.0,304.0,学生宿舍,教学区域,4.0,6.0,2,2,1,247105.18218539152,3381492.1642652703,247563.66503829492,3381541.7400639486,461.1553818627968,-1
259963800816460266,100606485,9d920efe-a0d9-4e5a-90b4-e4a2cbd8d54a,zhiyin,114.3640098050613,30.53916565466467,114.36877871212914,30.539793797943048,2024-11-02 02:24:39,2024-11-02 02:27:37,527.0,178.0,非工作日,543.0,140.0,枫园14舍,武汉大学国际教育学院,148.0,304.0,学生宿舍,教学区域,4.0,6.0,2,2,1,247106.93151920522,3381489.0155401365,247566.23667440182,3381547.9631874682,463.07240331953057,-1
259964979781836178,100606016,5b480414-4f77-4d14-8249-ddc214e181d2,zhiyin,114.3525552712896,30.53038080684868,114.36859085942524,30.53975102073464,2024-11-02 02:33:48,2024-11-02 02:44:11,2359.0,623.0,非工作日,181.0,140.0,维修服务平台,武汉大学国际教育学院,400.0,304.0,其他,教学区域,2.0,6.0,2,2,1,245984.73773900876,3380540.7703887597,247548.0975508133,3381543.6413128083,1857.3755655406983,-1
2411021033278,2408241143780,a4edc15c-29cf-4c69-8988-ad1c79c61ddd,mangguo,114.35982987561152,30.53288073851849,114.35400133451358,30.531010934902625,2024-11-02 02:33:57,2024-11-02 02:41:41,596.5249855984914,464.0,非工作日,346.0,249.0,东中区24栋,信息学部4舍,15.0,36.0,教工宿舍,学生宿舍,7.0,4.0,2,2,1,246689.45087638072,3380801.570568647,246125.17196236568,3380607.3763134037,596.7596681842698,-1
2411021033281,2409092232002,fcec7350-7aaa-497c-b766-afbf7255bfcf,mangguo,114.35943481290111,30.537911693423048,114.35347356302,30.53004062205303,2024-11-02 02:33:59,2024-11-02 02:41:13,1043.406839459103,434.0,非工作日,688.0,182.0,梅园食堂,信息学部6舍,169.0,38.0,食堂,学生宿舍,10.0,4.0,2,2,1,246664.6040746081,3381360.263628941,246071.9902585582,3380500.9825223964,1043.8175870514206,-1
259965181650012932,100606496,0efb4eae-7804-4259-99df-22a732761009,zhiyin,114.3536740183052,30.528634632008725,114.36881069236856,30.53974177988083,2024-11-02 02:35:22,2024-11-02 02:51:19,2535.0,957.0,非工作日,172.0,140.0,信息学部学生宿舍7舍,武汉大学国际教育学院,42.0,304.0,学生宿舍,教学区域,4.0,6.0,2,2,1,246087.57003069058,3380344.642052333,247569.17116097323,3381542.12405707,1905.0210132499362,-1
2411021035316,2408241143790,4d92a287-55c0-4aa3-80aa-0aba31c091c0,mangguo,114.36504875234596,30.543480548675987,114.35552723944804,30.535378171232747,2024-11-02 02:35:30,2024-11-02 02:43:33,1281.273478929793,483.0,非工作日,910.0,548.0,湖滨食堂,测试中心,376.0,360.0,食堂,其他,10.0,6.0,2,2,1,247217.82907006866,3381965.094504532,246282.99039820436,3381088.1547676935,1281.774802552814,-1
2411021035317,2408241144928,dd05567f-c0f8-49fa-a215-fc2255dacea9,mangguo,114.35979186741966,30.544900758021488,114.36065365404956,30.54735970471237,2024-11-02 02:35:35,2024-11-02 02:56:03,284.8688921727168,1228.0,非工作日,1124.0,1236.0,工学部1舍,尖端科技楼,99.0,88.0,学生宿舍,教学区域,4.0,6.0,2,2,1,246717.03009161085,3382134.3703108993,246806.1197618872,3382405.0672275275,284.98033269323116,-1
259965228892038067,100605387,1ab11521-932c-4936-9fd6-0030b2ae4271,zhiyin,114.3532754016212,30.52993782765626,114.36859790453762,30.53917320514976,2024-11-02 02:35:44,2024-11-02 02:57:30,3654.0,1306.0,非工作日,179.0,139.0,武汉大学信息学部四食堂,武汉大学国际教育学院,209.0,304.0,食堂,教学区域,10.0,6.0,2,2,1,246052.70290310733,3380490.0318462634,247547.2775453103,3381479.560694602,1792.462190064283,-1
