order_id,bike_id,identity,source,origin_lon,origin_lat,destination_lon,destination_lat,origin_time,destination_time,distance_m,riding_time_s,is_workday,origin_id,destination_id,semantics_origin,semantics_dest,semantics_id_origin,semantics_id_dest,category_origin,category_dest,category_id_origin,category_id_dest,origin_hour,destination_hour,flow_num,x_origin,y_origin,x_dest,y_dest,flow_length,cluster_id
2411021200996,2408290641769,7bcb30d8-7b5a-47a9-a6b2-9b1e3a9013f9,mangguo,114.3559702990475,30.54555324784121,114.35373119722712,30.54118992634041,2024-11-02 04:00:53,2024-11-02 04:05:46,529.2947873702949,293.0,非工作日,1002.0,954.0,工学部第4教学楼,风雨操场,120.0,453.0,教学区域,运动场地,6.0,1.0,4,4,1,246351.98701784256,3382215.3159475853,246125.7471581545,3381736.5784768257,529.5035788556314,-1
259976376480699704,100605809,ab36dab8-a40e-4bbc-95ef-d3fd7ede87ba,zhiyin,114.36040398687024,30.54360090507397,114.35917814889324,30.545272035647866,2024-11-02 04:02:14,2024-11-02 04:05:27,435.0,193.0,非工作日,1090.0,1125.0,工学部15舍,工学部学生7舍,96.0,116.0,学生宿舍,学生宿舍,4.0,4.0,4,4,1,246772.3960723431,3381988.8731393833,246659.09891643768,3382176.916008227,219.5367077717374,-1
259976565461355380,100605845,8b81472b-4139-4636-b74a-58f0b3746a4c,zhiyin,114.35370680040128,30.54212114864447,114.34925060696106,30.54179834610901,2024-11-02 04:03:42,2024-11-02 04:08:32,778.0,290.0,非工作日,826.0,812.0,桂园9舍,茶港门,165.0,424.0,学生宿舍,交通枢纽,4.0,0.0,4,4,1,246125.83083548173,3381839.8826048844,245697.3320282161,3381814.144946568,429.2710738958193,-1
259976629891633717,100605699,09edaa31-2c8a-4fb8-95ab-2473b0f7afa3,zhiyin,114.3603230340658,30.54403287010965,114.35201186971014,30.542935519264432,2024-11-02 04:04:13,2024-11-02 04:13:19,875.0,546.0,非工作日,1113.0,831.0,工学部4舍,武汉大学工学部集贸市场,102.0,313.0,学生宿舍,食堂,4.0,10.0,4,4,1,246765.74940440923,3382036.9491070216,245965.2921519469,3381933.9976319554,807.0506918638041,-1
2411021207252,2408282048557,e263ec45-d9f1-490f-bc6c-9ad106438c68,mangguo,114.3592347805734,30.54487667990115,114.3560477383567,30.54654758576173,2024-11-02 04:07:00,2024-11-02 04:16:46,357.537523853086,586.0,非工作日,1102.0,1247.0,工学部2舍,工学部A教学楼,100.0,110.0,学生宿舍,教学区域,4.0,6.0,4,4,1,246663.5061015789,3382132.9536803365,246362.00596330018,3382325.3885630327,357.6779521586618,-1
2411021208338,2409092232928,66a9bd26-a0bc-4a05-b3a5-740fc53f41dd,mangguo,114.35891173199867,30.5386846223988,114.35977293209574,30.54504975111513,2024-11-02 04:08:59,2024-11-02 04:16:46,710.4709709996271,467.0,非工作日,693.0,1124.0,武汉大学梅园四、五舍,工学部1舍,328.0,99.0,学生宿舍,学生宿舍,4.0,4.0,4,4,1,246616.41111497078,3381447.138334917,246715.6000902208,3382150.932451518,710.7493308988528,-1
2411021211436,2409092233275,c13d6920-2055-49cc-af7a-456c9ac3223e,mangguo,114.35666239720278,30.545202335547977,114.35402675529656,30.530035026246058,2024-11-02 04:11:03,2024-11-02 04:23:17,1700.386857612862,734.0,非工作日,1000.0,243.0,水利水电学院,信息学部6舍,349.0,38.0,教学区域,学生宿舍,6.0,4.0,4,4,1,246417.49166260613,3382174.8500210647,246125.0715875833,3380499.115461376,1701.0572638249103,-1
259977591948058083,100606426,11fb53fd-57a9-4ef7-9f23-65f9dd8a61f4,zhiyin,114.35191773015036,30.534463480619284,114.36501045912324,30.544109754184888,2024-11-02 04:11:40,2024-11-02 04:20:25,1807.0,525.0,非工作日,436.0,1182.0,牌坊,湖滨食堂,378.0,376.0,交通枢纽,食堂,0.0,10.0,4,4,1,245934.18230667122,3380994.873602007,247215.78580597657,3382034.943230708,1650.5309333599637,-1
2411021212496,2408241144847,2bcdccb6-ee0a-42ac-a7db-1772388dd285,mangguo,114.35528020702932,30.52765212448933,114.35897574185574,30.538477630801424,2024-11-02 04:12:01,2024-11-02 04:25:26,1251.435400856534,805.0,非工作日,48.0,690.0,南门,梅园食堂,67.0,169.0,交通枢纽,食堂,0.0,10.0,4,4,1,246239.17961737112,3380232.0884428383,246622.01636943535,3381424.0442402596,1251.927554508364,-1
2411021216672,2409092232003,2ee732fe-e45c-4a8a-b640-17d005fa76fc,mangguo,114.35600930456089,30.54533925233539,114.35237662218154,30.544095159002246,2024-11-02 04:16:10,2024-11-02 04:18:36,374.86846858470574,146.0,非工作日,1242.0,1139.0,工学部A教学楼,工学部学生新4栋,110.0,117.0,教学区域,学生宿舍,6.0,4.0,4,4,1,246355.17335006414,3382191.5013864026,246003.318365119,3382061.7499496527,375.0164873301259,-1
2411021216683,2408282047451,bf6e215f-6ff8-47cf-a7b3-b56b194f2866,mangguo,114.36049697900344,30.54641986164644,114.35227770220118,30.530204003422472,2024-11-02 04:16:20,2024-11-02 04:29:07,1963.1299952675067,767.0,非工作日,1219.0,181.0,工学部三食堂,维修服务平台,111.0,400.0,食堂,其他,10.0,2.0,4,4,1,246788.64309411513,3382301.214750752,245957.6359706364,3380521.7931771725,1963.9027409196956,-1
