order_id,bike_id,identity,source,origin_lon,origin_lat,destination_lon,destination_lat,origin_time,destination_time,distance_m,riding_time_s,is_workday,origin_id,destination_id,semantics_origin,semantics_dest,semantics_id_origin,semantics_id_dest,category_origin,category_dest,category_id_origin,category_id_dest,origin_hour,destination_hour,flow_num,x_origin,y_origin,x_dest,y_dest,flow_length,cluster_id
259791057190390667,100606187,c68f28f3-f740-4739-b88b-fecb90e104ee,zhiyin,114.35148353549728,30.53166208382845,114.3520166036947,30.53445632669375,2024-11-01 04:03:59,2024-11-01 04:12:15,385.0,496.0,工作日,208.0,428.0,武汉大学信息部青年楼宿舍1栋,牌坊,252.0,378.0,学生宿舍,交通枢纽,6.0,0.0,4,4,1,245885.21024613312,3380685.2485014433,245943.65321634163,3380993.8574290522,314.0940161269041,-1
259792317765913402,100605832,290b24b4-b5e7-43b6-9eb7-b17adbcbbc11,zhiyin,114.35467987292976,30.539056684452344,114.36391849937064,30.54363627366559,2024-11-01 04:13:45,2024-11-01 04:22:37,1817.0,532.0,工作日,613.0,912.0,武汉大学化学与分子科学学院,湖滨一舍,256.0,367.0,教学区域,学生宿舍,6.0,4.0,4,4,1,246211.23848852297,3381497.917780821,247109.76579219717,3381984.8977700453,1022.0082315484283,-1
259792622708591516,100605941,4c46adaa-436a-4e52-86bc-851be02dc8c7,zhiyin,114.35346606054028,30.53111615086745,114.35210796015264,30.52902794717258,2024-11-01 04:16:08,2024-11-01 04:22:32,435.0,384.0,工作日,188.0,171.0,学生一、二食堂,南二门,83.0,60.0,食堂,交通枢纽,10.0,0.0,4,4,1,246074.07033111938,3380620.2483829386,245938.28061206543,3380391.7809634497,265.7747346318534,-1
2411011217877,2408282047428,414401c9-5891-478d-b29f-c185a4207abe,mangguo,114.35475613291044,30.54217709034532,114.36571878609745,30.540106369792348,2024-11-01 04:17:16,2024-11-01 04:24:50,1076.716626402995,454.0,工作日,961.0,840.0,武汉大学大学生心理健康教育中心,枫园一舍,309.0,149.0,医院,学生宿舍,6.0,4.0,4,4,1,246226.6798199181,3381843.720322515,247273.3834339793,3381589.4809991415,1077.1379156069843,-1
2411011218970,2408241144960,3f61c9da-fc0d-4ecc-af03-7f2f1785d89a,mangguo,114.35976586428832,30.5397527437347,114.3650207724514,30.54400347341784,2024-11-01 04:18:20,2024-11-01 04:22:33,690.1718142740666,253.0,工作日,720.0,1182.0,教一楼,湖滨食堂,128.0,376.0,教学区域,食堂,6.0,10.0,4,4,1,246701.159000439,3381563.6447693724,247216.49993701966,3382023.136266607,690.4409583350293,-1
2411011218020,2301271401559,b5202a83-f010-49ca-8ec3-129920078cf2,mangguo,114.3654458241624,30.54135660829291,114.36067316602195,30.547212917832027,2024-11-01 04:18:50,2024-11-01 04:28:45,794.5076506664989,595.0,工作日,886.0,1236.0,武汉大学外国文学学院,尖端科技楼,307.0,88.0,教学区域,教学区域,6.0,6.0,4,4,1,247250.4283679,3381728.7128436323,246807.61089081815,3382388.7484168913,794.8171336706708,-1
2411011219065,2408282049584,f2fda8f7-b662-400a-8c28-4980ac1f00ce,mangguo,114.3557452691164,30.53812820419819,114.36416175483474,30.54503640474405,2024-11-01 04:19:18,2024-11-01 04:35:08,1113.0132717019726,950.0,工作日,618.0,1188.0,文理学部教5楼,湖滨9舍,135.0,366.0,教学区域,学生宿舍,6.0,4.0,4,4,1,246311.0708335442,3381392.572813536,247136.74230891728,3382139.59032707,1113.4489439446154,-1
2411011219079,2408282044163,b03f2579-9742-4f0a-bf71-1f9a2359b071,mangguo,114.35573926826764,30.538198203589843,114.3650207724514,30.54400347341784,2024-11-01 04:19:29,2024-11-01 04:27:46,1098.8339819350474,497.0,工作日,618.0,1182.0,文理学部教5楼,湖滨食堂,135.0,376.0,教学区域,食堂,6.0,10.0,4,4,1,246310.6770443373,3381400.347491309,247216.49993701966,3382023.136266607,1099.263831636608,-1
2411011219085,2408241144936,1db06059-0e79-44a1-9ba1-48f49cbbde8f,mangguo,114.35991888835696,30.539773765413766,114.3650207724514,30.54400347341784,2024-11-01 04:19:34,2024-11-01 04:23:48,677.9034054603454,254.0,工作日,720.0,1182.0,教一楼,湖滨食堂,128.0,376.0,教学区域,食堂,6.0,10.0,4,4,1,246715.8994995076,3381565.631427886,247216.49993701966,3382023.136266607,678.1677340380525,-1
2411011223301,2409092233251,b3996cd1-2bf5-403b-a0a4-cdcbb2509a9a,mangguo,114.35668040115874,30.538242323527644,114.35198578034212,30.52964374299305,2024-11-01 04:23:16,2024-11-01 04:30:29,1054.3521187747597,433.0,工作日,616.0,167.0,武汉大学总图书馆,南二门,315.0,60.0,教学区域,交通枢纽,6.0,0.0,4,4,1,246401.1149238985,3381403.1200594874,245928.15763387072,3380460.3326860117,1054.768519522503,-1
